"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Macon County, Tennessee",211.2,36886,23177,19.3,39.6,2.53,56.5,7.4,4.994346023
"Divide County, North Dakota",93.8,67344,2450,8.3,51.7,2.07,64.5,0.7,14.4
"Hudspeth County, Texas",110.4,32086,3379,26.7,39.6,3.06,50.2,5.7,8.859060403
"Adams County, Washington",135.7,47423,19254,19,28.9,3.24,56.9,9.6,9.861143799
"Bollinger County, Missouri",190.4,39033,12182,20.1,43.1,2.56,53.8,4,7.020802377
"Dauphin County, Pennsylvania",169.1,52967,272983,13.4,39.6,2.41,47.3,7.1,5.830835519
"Kinney County, Texas",179,39335,3549,21,44.9,3,56.7,13.2,1.660795169
"Wibaux County, Montana",214.4,43859,1130,11.7,51.2,2.15,56.5,3,17.87709497
"Bannock County, Idaho",151.5,44324,83744,17.4,32.7,2.67,51.6,7.2,5.416377859
"Clark County, Kentucky",210.6,49012,35757,16,41.7,2.49,52.6,7.9,4.293271005
"Stafford County, Kansas",126,45945,4236,14.1,43.7,2.35,63.1,2.6,6.165919283
"Piatt County, Illinois",164.9,65971,16387,7.4,43.3,2.47,62.9,6.3,6.54640675
"Nye County, Nevada",213.5,42881,42477,16.8,50.8,0.0242,54.4,13.4,6.302577113
"Pontotoc County, Oklahoma",195.7,41423,38194,17.3,35.3,2.52,47.4,6.2,5.893866899
"Sheridan County, Montana",165,52711,3687,10.2,47.1,2.16,56.5,2.7,3.617945007
"Shawnee County, Kansas",171.6,52795,178725,15,38.8,2.44,49.5,6.8,5.852417303
"Monroe County, Michigan",182.8,57719,149568,10.4,41.7,2.55,54.1,8.3,6.102216567
"Huerfano County, Colorado",151.5,32750,6492,22,53.5,2.08,48.1,15,3.911735206
"Lincoln County, Missouri",191.5,53804,54696,15.7,36.5,2.87,53.7,9.5,5.393137406
"Hendricks County, Indiana",167.4,70358,158192,6.4,37.4,2.76,57.9,5.3,4.891733624
"Cherokee County, North Carolina",179.9,34620,27178,21,50,2.51,53,8.4,2.533172497
"Schley County, Georgia",151.3,39601,5168,20.1,38.4,2.7,53.4,12.4,6.255585344
"Owsley County, Kentucky",263.1,23047,4461,45.1,43,2.56,52.7,8.8,4.527559055
"Doddridge County, West Virginia",185.6,41838,8176,17.4,43.7,2.85,45.8,6.5,6.016466118
"Johnson County, Indiana",165.1,58833,149633,10.2,37.3,2.69,57,6.3,4.614683861
"Simpson County, Kentucky",225.7,45269,18006,15,39.6,2.56,52.4,7,5.726431608
"Sonoma County, California",163.1,66949,502146,11.3,40.8,2.59,47.2,8.1,5.065070552
"Greenbrier County, West Virginia",195.1,36996,35516,21.1,45.3,2.28,52.2,7.2,4.354354354
"Butte County, Idaho",107.2,42907,2501,14.8,40.9,2.59,56.6,6.8,4.31372549
"Nevada County, Arkansas",210.7,30935,8558,25.1,41.8,2.48,52.5,9.5,5.091311566
"Shenandoah County, Virginia",171.4,45430,43190,12,43.8,2.47,55.6,6,7.406593407
"San Augustine County, Texas",182.2,32826,8473,23.9,47.8,2.93,44.3,16.3,5.389980977
"Caroline County, Maryland",185.6,49573,32579,16,40.1,2.7,50.2,8.8,5.404323459
"Indiana County, Pennsylvania",151.6,42611,86966,17,38.9,2.41,48.4,7.8,4.149417541
"Howard County, Indiana",172.2,47433,82556,16.8,41.5,2.37,52.1,9.2,5.977036752
"Bernalillo County, New Mexico",147.1,47192,676685,18.7,36.5,2.52,43.7,8.4,5.264795797
"Ada County, Idaho",151.6,57908,434211,11.6,35.8,2.61,53.6,6.6,4.783515756
"Chippewa County, Minnesota",167.2,51274,12109,11.5,43,2.36,56.4,2.6,8.914100486
"Oscoda County, Michigan",199.5,33975,8251,20.5,51.3,2.27,55.7,13.2,5.041436464
"Lawrence County, Illinois",174,41759,16491,18.1,40.7,2.22,43,6.1,5.340223945
"Benton County, Oregon",155.6,54089,87572,18.9,32.7,2.4,44.2,8.6,3.454048815
"Major County, Oklahoma",182.3,54107,7771,11.8,41.6,2.49,62.2,5.4,5.897114178
"Oakland County, Michigan",159.6,69378,1242304,10,40.8,2.47,52.4,7.5,5.31040591
"Morgan County, Tennessee",191.1,36390,21498,23.4,40.8,2.52,51.7,8.5,3.724928367
"Warren County, Virginia",202.5,60714,39083,11.3,40.4,2.62,51.2,7.2,5.544668588
"Laurel County, Kentucky",216.7,34678,60094,24.7,38.5,2.54,52.9,12.4,5.76001128
"Barton County, Kansas",178.3,46942,27103,17.8,39.3,2.38,54.3,6.8,7.120636018
"Fayette County, Illinois",165.9,41268,22043,17.5,40.1,2.63,49.6,10.4,6.596537366
"Marshall County, Alabama",192.7,36536,94725,22,38.8,2.72,52.7,8.4,6.094222054
"York County, Virginia",152.3,81169,67837,5.5,39.5,2.73,61.5,5.8,4.925163106
"Linn County, Iowa",169.4,62700,219916,9.3,37.1,2.42,51.2,4.8,5.753829407
"Allamakee County, Iowa",142.4,45229,13886,12.4,45.1,2.26,61.1,6,8.380520951
"Perry County, Tennessee",198.4,33776,7929,23.6,43.7,2.4,52.3,9.5,9.322033898
"Carter County, Missouri",255.8,32170,6263,24,40.9,2.54,46.7,9.7,2.629656684
"Litchfield County, Connecticut",151.2,73413,183603,7.7,46,2.46,53.8,7.1,3.812301967
"Chambers County, Alabama",208.5,34116,34123,21.3,43,2.44,43.9,8.9,4.40907905
"Poweshiek County, Iowa",154.2,52791,18550,12.1,40.9,2.31,49.8,4.8,4.270952928
"Bingham County, Idaho",155.8,47292,44990,15,32.9,3.07,58.9,7.1,7.30438263
"Scott County, Virginia",196.1,36290,22126,20.8,45.4,2.34,57.6,9.4,2.248441674
"Harford County, Maryland",169.9,79403,250290,8,40.1,2.69,54.7,6.4,6.156408818
"Sauk County, Wisconsin",176.8,50243,63642,11.9,40.9,2.45,53.8,5.5,4.992503748
"Lamb County, Texas",183.6,37111,13385,22.6,36.1,2.78,54.5,6.2,6.74955595
"Solano County, California",176.7,67106,436092,12.3,37.3,2.89,46.8,11.4,5.163792425
"Trousdale County, Tennessee",217,40251,8042,17.5,40.2,2.65,49.2,10.5,9.777777778
"Sumter County, South Carolina",185.2,37906,107480,23.2,35.8,0.026,45,12.4,6.42352298
"Marengo County, Alabama",190.3,32977,20028,25.6,42.2,2.42,44.4,11.4,4.656703487
"Hardeman County, Texas",142.3,36992,3840,18.7,42.3,2.42,51.3,5.9,11.03752759
"Chattooga County, Georgia",203.9,34830,24922,21.1,40.3,0.0249,46.9,10,4.430147059
"Callahan County, Texas",215.5,40796,13557,16.3,43.5,2.55,52.2,5.4,6.774774775
"Nemaha County, Kansas",147.7,54149,10227,9.9,41.6,2.32,61.9,1.7,5.55836281
"Iowa County, Wisconsin",157,58419,23813,8.9,42.9,2.43,58.7,4.7,5.031948882
"Orleans County, New York",184.2,46577,41582,15.5,42.2,2.43,48.4,9,4.445372013
"Meeker County, Minnesota",151.2,54354,23102,10,42,2.48,60.4,4.7,6.093113066
"Linn County, Kansas",219.4,44520,9536,14.8,43.7,2.26,61.7,8.3,7.603801901
"Caldwell County, North Carolina",195.5,38653,81287,18.8,42.8,2.56,49.5,12.2,6.057735176
"Cortland County, New York",181.4,48357,48494,13.8,36.1,2.54,42.2,6.1,3.084671073
"Lyon County, Kansas",182.9,43038,33339,18,32.5,2.43,46,7.2,7.999080565
"Talladega County, Alabama",197.4,39999,80862,22.5,40.9,2.49,47,13.8,4.578696343
"Calhoun County, Iowa",181.5,49456,9818,13.7,46,2.19,55.8,4,6.876456876
"Columbia County, Florida",203.3,38484,68348,21.7,40.4,2.66,45,14.8,4.905335628
"Gilmer County, Georgia",136.4,40010,29400,19.7,45.1,2.58,59.3,10,6.54966528
"Essex County, Vermont",171.3,35570,6163,19.6,48.8,2.29,53.9,9.4,4.942339374
"La Plata County, Colorado",129.3,60658,54688,10.7,38.8,2.38,51,5.2,5.222636717
"Barber County, Kansas",197.8,51676,4823,12.4,44.9,2.38,61,3.1,8.417508418
"Washington County, Nebraska",159.2,69191,20248,7.4,41.2,2.48,63.5,1.4,5.725611099
"Carbon County, Utah",155.9,47340,20479,15.7,35.1,2.61,54.3,7.4,8.165882856
"Terry County, Texas",178.9,38752,12739,21.2,34.3,2.86,43.9,6.5,2.46365105
"Marion County, Ohio",202,42240,65355,21.3,40.4,2.43,48.1,9.6,6.933232742
"Osceola County, Florida",155.6,42945,323993,19.3,35.7,3.23,46.4,9.8,5.718663568
"Franklin County, Virginia",162,47419,56264,16.3,45,2.36,58.4,6.2,5.965766068
"Jefferson County, Missouri",203.6,58976,224124,10.6,38.6,2.68,54.3,8.3,5.258811102
"Lamar County, Georgia",204.1,40339,18201,21.3,38.6,2.62,45.3,15.6,4.34410443
"Comanche County, Kansas",209.6,45353,1843,11.4,45.7,2.48,60.2,5.4,4.664723032
"Pemiscot County, Missouri",239.8,32120,17482,28.7,37.6,2.53,41.5,11.2,6.710775047
"Seneca County, New York",162.7,49809,34833,14.2,42.3,2.37,47.4,5.5,7.177836855
"Orleans Parish, Louisiana",193.6,35468,389617,27.9,35.4,2.38,30,10.3,5.131693567
"Sheridan County, North Dakota",124.8,44990,1310,16.1,52,2.05,63.2,2,4.95049505
"Hardin County, Illinois",195.3,37331,4135,20.6,46.6,2.49,49.4,18.1,6.818181818
"Broome County, New York",163.6,46283,196567,17.2,39.9,2.37,43.8,7.8,4.2987606
"Itasca County, Minnesota",177.7,48525,45435,14.7,45.9,2.33,58.5,7.1,6.184256155
"Benton County, Tennessee",238.4,34382,16129,21.4,46.1,2.37,52.1,14.3,5.264732276
"Trumbull County, Ohio",187,43160,203751,17.2,43.6,2.33,48.8,7.4,4.660949114
"Rock County, Nebraska",187.3,46051,1381,15,52,1.94,59.4,1.7,3.361344538
"Bledsoe County, Tennessee",171.4,34948,14502,28.5,42.9,2.75,50.7,9.6,9.152139461
"Russell County, Kansas",151.9,45443,7039,13.3,47.1,2.12,58,6.9,10.703125
"Jefferson County, West Virginia",178.2,66950,56482,10.2,39.7,2.65,53.3,8.4,4.995519713
"Morris County, Kansas",193.4,44774,5645,12.5,47.6,2.36,62,3.2,5.611775529
"Choctaw County, Mississippi",151.2,34548,8299,24.2,42.8,2.49,46.8,14.2,4.786324786
"Valencia County, New Mexico",163.1,40591,75737,24.5,38.5,2.78,49.2,12.4,6.407674997
"Latimer County, Oklahoma",191.7,35522,10483,20.7,39.3,2.5,54.8,7.8,7.799915218
"Kern County, California",161.3,47451,882176,24.5,31.1,3.21,46.5,12.7,6.627706717
"Chouteau County, Montana",136.8,41004,5767,19.4,41.1,2.5,54.6,4.3,8.205128205
"Cerro Gordo County, Iowa",154.2,49569,43017,12,44.2,2.17,51.7,4.4,5.751533742
"Monroe County, Mississippi",174.3,36810,35827,20.1,40.6,2.57,49.8,10.9,5.236239649
"Wallowa County, Oregon",150.3,39743,6856,15.8,52.2,2.18,57.3,9.5,4.545454545
"Taos County, New Mexico",135.2,36125,32907,19.2,46.8,2.44,42.4,10.7,4.706601467
"San Mateo County, California",140,100806,765135,7.5,39.5,2.85,51.9,6.7,5.015576324
"Warren County, Pennsylvania",179.3,44651,40396,14.1,46.2,2.35,54.4,6.6,5.312538077
"Emmet County, Iowa",160.2,47342,9769,11.3,41.5,2.23,53.1,4.6,4.356151269
"Rock Island County, Illinois",176.2,48024,146133,16.3,40,2.36,48.1,7.9,5.929944203
"Lauderdale County, Alabama",194.4,41324,92596,18.7,41.1,2.35,52.4,7.1,5.10978957
"Chase County, Kansas",177.8,47025,2679,13.2,46.2,2.34,54.4,2.9,5.031446541
"Nez Perce County, Idaho",180.1,46214,40048,14.6,41.6,2.4,50.4,6.1,6.338028169
"Perquimans County, North Carolina",159.5,41328,13440,17.1,47.8,2.44,56.7,12.7,7.827059262
"Neshoba County, Mississippi",181.3,37686,29463,20.7,35.8,2.71,45.6,9.8,8.259717314
"New Madrid County, Missouri",229.7,34631,18208,23.3,40.5,2.49,47.4,8.8,5.174548155
"Barry County, Michigan",155.7,57235,59314,10.2,42.6,2.56,59.5,7.9,6.143948532
"Fannin County, Texas",179.1,43211,33693,17.1,41.3,2.56,52,6.7,4.543403039
"Meade County, Kansas",176.2,53903,4330,11.7,39.8,2.51,61.7,2.8,12.21973094
"Rabun County, Georgia",169,38449,16281,20.6,47.8,2.34,55.1,7.3,5.049875312
"Leon County, Texas",205.4,45159,17086,13.5,44.9,2.72,52.7,7.5,8.203125
"Ottawa County, Kansas",151.2,52744,5975,10.4,42.2,2.39,63.8,5.3,1.470588235
"Polk County, Texas",215.6,41401,46972,18.5,43.5,2.4,51.5,10,7.024390244
"Val Verde County, Texas",143.9,41437,48988,22.2,31.7,3.2,51.9,9.3,6.376628075
"Spink County, South Dakota",153.9,48125,6524,11.7,43.8,2.41,54,1.1,7.28
"Washita County, Oklahoma",186.9,47391,11661,13.9,38.8,2.46,60.5,3.5,5.586592179
"Wabasha County, Minnesota",160.2,58752,21239,7.3,43.8,2.36,61.8,3.6,5.142332415
"Crockett County, Texas",165.6,49614,3710,13.7,40.5,2.53,64,1.8,5.249679898
"Crawford County, Pennsylvania",191.8,43969,86484,14.9,42.4,2.42,52.2,7.2,6.020996295
"Evangeline Parish, Louisiana",211.4,32615,33743,24.1,35.8,2.65,43.7,10.4,8.601712189
"Okaloosa County, Florida",182.8,55952,198664,12.4,36.8,2.5,51.6,6.9,5.717229536
"Lee County, Mississippi",249.7,43374,85300,19.4,36.5,2.6,48.8,7.8,4.984662577
"Madison County, Kentucky",205,44358,87824,19.7,33.9,2.49,44.8,8.6,4.761498421
"Lee County, Florida",142.1,49147,701982,16,46.9,2.59,50.4,10.1,4.725806822
"Lincoln County, Tennessee",193,41802,33743,16.5,42.9,2.43,51.9,7.6,6.664803689
"Montague County, Texas",209.9,48996,19262,14.8,43.6,2.39,57.3,6.6,8.863294942
"Putnam County, Missouri",205,34684,4858,18.6,46.4,2.2,55.7,2.8,14.97890295
"Jasper County, Georgia",169.3,41818,13635,18.2,39.9,2.61,53.8,12.7,3.74722134
"Nacogdoches County, Texas",185.9,38895,65664,22.7,30.2,2.52,43.9,8.6,4.912890034
"Logan County, North Dakota",108.8,44696,1935,11.9,51.8,2.12,62.2,2.2,4.361370717
"Tift County, Georgia",183.9,36303,40764,28.6,35.1,2.76,42.3,5.8,6.308457711
"Warrick County, Indiana",165.1,65793,61897,8.2,40.6,2.63,61.1,5,4.717612918
"Summers County, West Virginia",170.4,32456,13239,25.8,46.3,2.22,53.5,10,3.812668868
"Jo Daviess County, Illinois",166.9,51282,22086,10.7,48.2,2.33,59.3,5.6,7.092543114
"Wright County, Minnesota",165.2,76489,131311,6,35.6,2.82,60.5,5.2,6.296560212
"Whitman County, Washington",140.8,41837,48177,28.4,24.2,2.31,36.1,8.8,3.304159034
"Gates County, North Carolina",171.5,48413,11431,15.6,43.2,2.65,53.7,12.2,6.274356976
"Dillon County, South Carolina",204.7,30516,31234,29.8,37.8,2.69,41.4,13.2,5.525568182
"Ellis County, Texas",175.4,61157,163632,11,35.7,2.95,57.6,6.5,5.889593045
"Marshall County, Iowa",180.9,50244,40746,13,38.9,2.6,55.3,6.3,7.694148618
"Colorado County, Texas",177.4,46484,20870,16,43.6,2.67,54.6,4.2,6.179775281
"Terrebonne Parish, Louisiana",213.2,49044,113972,20.9,35.2,2.78,47.7,5.5,5.230870955
"Dinwiddie County, Virginia",185.4,52288,27852,12.1,42.4,2.74,45.1,9.7,5.697445973
"Bradley County, Arkansas",214,32734,11094,27.4,40.6,2.39,51.6,9.4,5.141916907
"Mitchell County, Georgia",179.7,32711,22574,32.6,37.6,2.55,39.8,13.5,7.192480588
"Pueblo County, Colorado",160,41382,163591,19,38.8,2.49,46.7,10.8,5.466762526
"Potter County, Texas",185.1,38224,121802,21.5,33.3,2.68,43.5,5.3,7.014170761
"Salem County, New Jersey",194.8,56645,64180,13.1,41.8,2.61,48.7,10.6,5.98109071
"Wolfe County, Kentucky",259.5,25768,7259,36.2,41.8,2.45,49.7,9.7,5.395462906
"Greene County, Indiana",197.4,41077,32441,15.5,42.3,2.54,54.4,7,3.957556639
"Cass County, Indiana",187.3,44430,37979,13.8,40.1,2.57,53.2,8.7,6.869503209
"Lyman County, South Dakota",136.6,40639,3876,24.9,35.5,2.74,46.9,7.4,5.548037889
"Sandoval County, New Mexico",135.7,56142,139394,12.6,469.2,2.83,49.7,9.2,5.497053425
"Frio County, Texas",155.7,34206,18793,26,31.5,3.14,41.1,5.2,8.13579163
"Franklin County, Kentucky",215.7,49400,50375,12.9,40.7,2.28,46,8.7,4.425228891
"Brooke County, West Virginia",186.2,43572,23350,15.1,45.9,2.26,50.3,6.4,4.970530452
"Spotsylvania County, Virginia",172.5,75714,130475,9.2,36.7,2.97,56,6.2,6.051314143
"Cumberland County, New Jersey",189.6,45438,155854,19.5,36.9,2.86,39.6,11.1,5.846434788
"St. John the Baptist Parish, Louisiana",200.6,47225,43626,20.8,36,2.83,44.7,9.2,4.727439304
"Wise County, Texas",180,59904,62953,10,39.3,2.86,57.1,7.5,7.013024188
"Kimble County, Texas",183.1,38750,4388,18.5,52.8,2.22,55.6,7.6,6.469002695
"Williams County, Ohio",185.1,42214,37120,14.2,41.6,2.39,52,7.1,7.598197038
"De Soto Parish, Louisiana",197.8,40642,27052,23.5,39.8,2.61,46.4,9.3,5.389797883
"Gaines County, Texas",164.8,50709,20051,14,28.9,3.35,60.6,4,6.114037096
"Sequatchie County, Tennessee",227.4,44111,14811,18.7,41.9,2.56,56.2,9,3.240589198
"Shelby County, Kentucky",155.7,57447,45632,12.8,38.7,2.67,55.7,5.7,5.768189204
"Brooks County, Texas",173.3,27875,7230,32.4,31.7,3.31,32.8,19.8,6.831489915
"Sanders County, Montana",151.3,32815,11336,20.7,51.5,2.21,61.2,9.3,8.568548387
"Franklin County, Nebraska",119.2,44794,2985,13.6,49.9,2.15,64,3.5,8.058608059
"Guadalupe County, New Mexico",142.8,29147,4371,25.8,41.6,3.28,33.7,1.2,3.558718861
"Bourbon County, Kentucky",176.5,42812,20116,19.2,41.1,2.51,49.1,9.9,4.047026905
"Johnson County, Nebraska",185.6,48511,5173,13.9,42.3,2.13,48.5,3.6,4.337050805
"Warren County, Illinois",172.8,44180,17527,13.5,40.2,2.42,50.1,9.2,4.706770702
"Marshall County, Kansas",150.8,47901,9936,11.1,45,2.27,61.4,3,6.352683461
"Pickaway County, Ohio",197.4,54868,56998,13.2,39.1,2.68,51.3,6.9,5.002432301
"Rockingham County, Virginia",156.1,55798,78593,11.7,41.5,2.57,57,5.4,4.834403227
"Red Willow County, Nebraska",172.7,43842,10829,11.7,41.8,2.27,59.4,4.1,2.843394576
"Lewis County, Missouri",212,41891,10207,14.3,39.3,2.45,52.1,5.6,5.366726297
"Doniphan County, Kansas",160.3,47599,7797,15,38.8,2.32,55.3,5.8,4.685714286
"Red River County, Texas",201.1,34340,12455,20.1,44.6,2.38,49.6,7.2,1.546003017
"Crawford County, Iowa",148.6,50370,17094,11.6,38,2.64,56.4,4.8,8.150028201
"Ford County, Kansas",153.9,51144,34536,15,30.9,3.04,54.8,6.4,7.80919168
"Iosco County, Michigan",193.4,37122,25345,19,624,2.2,52.2,12.1,4.012841091
"Franklin County, Florida",216.2,36788,11761,25.3,42.1,2.24,49.8,9.4,4.934210526
"Burke County, North Dakota",166.8,62875,2308,8.3,36.5,2.25,60.5,2.3,6.75
"Perry County, Missouri",174.4,50548,19183,11.6,39.7,2.54,59.5,4.2,5.280764636
"Custer County, Idaho",160.5,42704,4087,15.7,52,2.33,62.7,3.3,3.808180536
"Le Sueur County, Minnesota",166.9,61665,27663,8.9,41.3,2.52,58.4,5.3,7.140456989
"Morrill County, Nebraska",131.6,46961,4854,14,41.3,2.38,53.6,4,5.760869565
"Cowlitz County, Washington",184.1,44235,103468,20.6,41.2,2.54,51.1,10.7,6.298743004
"Murray County, Georgia",204,40976,39565,18.7,37.2,2.75,54.4,11.1,3.893548721
"Wayne County, New York",175.5,49191,91446,12.9,43.1,2.48,52.7,7.5,5.106970324
"Anoka County, Minnesota",167.9,70868,344151,7.6,37.9,2.7,54.4,6.2,6.191392604
"Shoshone County, Idaho",225.1,36577,12432,18.9,47.1,2.16,55,11.8,8.244897959
"Ralls County, Missouri",205.2,51738,10196,11.6,45.1,2.53,60.1,6.2,6.335282651
"Lawrence County, Ohio",201.5,41608,61109,17.5,41.2,2.6,50,8,5.379259802
"St. Tammany Parish, Louisiana",177.7,63441,250088,11.2,39.8,2.7,54.3,7.6,5.430602081
"Cape Girardeau County, Missouri",170.3,47705,78572,17,36,2.49,49.2,6.3,4.895140929
"Douglas County, Oregon",189.2,41504,107685,19.9,46.9,2.41,52.2,12.2,5.54304604
"Menard County, Texas",173.9,32580,2164,22.7,45.7,2.25,59.5,8.3,3.712871287
"Meade County, Kentucky",225.1,52377,27924,12.6,36.7,2.73,57.1,11.5,6.956521739
"Harvey County, Kansas",162.2,55074,35073,12.8,38.6,2.47,58.4,4.4,5.858531317
"Roosevelt County, New Mexico",163.5,36108,19120,24,29.4,2.62,45.1,9.7,4.392712551
"Hand County, South Dakota",130.6,51201,3348,10,48.8,2.19,58.9,1.7,3.64298725
"Marlboro County, South Carolina",231.1,31170,27494,31.4,39.4,2.5,38.6,15.5,6.399574544
"Portage County, Ohio",186.3,52047,162275,14.2,37.6,2.54,46.6,8.7,3.908475144
"Lewis County, Tennessee",217.1,36255,11854,20.3,43.5,2.49,57.3,7.7,4.558176729
"Camden County, North Carolina",143.8,61730,10309,9.7,41.1,2.67,57.1,9.3,1.574468085
"Douglas County, Missouri",166.5,31805,13373,23,47.3,2.54,58.6,9,6.128904705
"Oxford County, Maine",189,40120,57202,16.1,45.7,2.6,48.1,9.2,4.600845561
"Ontonagon County, Michigan",171.1,35387,6007,17.8,55.6,2.01,57,13.7,3.276955603
"Washington County, Rhode Island",162.2,70705,126517,10.4,519.6,2.42,51.1,6.4,3.127101547
"Morgan County, Alabama",184.9,45082,119565,15,39.5,2.55,51.4,9.9,4.808108498
"Colbert County, Alabama",190.5,43057,54354,16.7,42.2,2.43,51.1,9,3.673864003
"Tripp County, South Dakota",162.1,40545,5434,19.9,46.4,2.08,55.1,2.1,6.67996012
"Henry County, Alabama",194.1,39930,17221,17.3,43,2.47,53.1,8.1,7.114728275
"Adams County, Iowa",171.3,51929,3796,12.2,46.8,2.18,64.4,3.2,8.874172185
"Starr County, Texas",136.5,26699,63795,35.4,29.1,3.84,47.3,13.8,5.949245101
"Gila County, Arizona",163.3,37677,53159,24.4,48.6,2.5,50.9,12.8,6.179351922
"Lee County, Illinois",194.2,54472,34584,10.9,42.2,2.37,50.6,7.5,5.709342561
"Dare County, North Carolina",163.2,54642,35663,11,45,2.32,54.9,6.4,4.646266143
"Augusta County, Virginia",167.1,57808,74314,9.8,44.2,2.5,57.3,4.7,5.594450511
"Gray County, Kansas",150.7,58543,6133,8.3,36.1,2.78,64.8,2.9,6.199261993
"Dawes County, Nebraska",155.4,40667,9055,18.8,33.7,2.22,48.7,2.6,7.437661221
"Blount County, Alabama",175.4,45567,57673,17.5,40.7,2.74,59,7.7,6.894123171
"Kingsbury County, South Dakota",165.5,51837,4990,10.1,46,2.18,64.2,2,6.58436214
"Clark County, Illinois",199.1,50645,15979,13.9,43.4,2.4,57,8.5,5.790960452
"Osage County, Missouri",161.3,51958,13628,10.2,39.8,2.62,58.1,2.9,3.887915937
"Watauga County, North Carolina",136,41942,52906,26.2,29.5,2.35,38.9,9.5,2.832748693
"Wayne County, Pennsylvania",179.4,48663,51198,13.9,46.5,2.47,51.1,7.8,3.971422568
"Clinton County, Michigan",149.1,60650,77390,10,39.7,2.64,54.7,6.5,4.540884719
"Geneva County, Alabama",200.3,34425,26777,23.9,42.2,2.47,52.3,11.2,5.630397237
"Richardson County, Nebraska",192.2,44282,8094,14.4,47,2.14,59.7,3.4,6.961613533
"Garza County, Texas",164.8,49947,6415,28,39.4,2.7,46.7,2,1.260504202
"Greenwood County, Kansas",155.4,39732,6244,16.9,48,2.23,55.3,3.5,5.457746479
"Northumberland County, Virginia",190.5,51422,12232,14.3,55.1,2.1,61,8.7,7.278020378
"Bonner County, Idaho",175.5,45193,41859,16.2,47.2,2.36,57.8,6.2,6.717676047
"Jefferson County, Iowa",163,41094,17555,16.9,42.5,2.24,47.5,6.4,2.534226624
"Coshocton County, Ohio",203,41547,36569,18.1,41.5,2.53,54.8,7.8,5.832147937
"Macon County, Georgia",214.9,29430,13632,34.1,40.5,2.62,34.5,18.7,6.381381381
"Ray County, Missouri",204.2,51986,22810,15.3,41.5,2.63,55,8.2,4.663623735
"Saguache County, Colorado",145.4,31227,6251,29.9,46.1,2.39,52.1,9.7,7.037358818
"Vance County, North Carolina",198.5,33609,44568,27,40,2.65,37.7,12.2,6.678752027
"Caswell County, North Carolina",188.2,42730,22941,19.9,44.9,2.55,48.4,10.9,6.018822499
"Kemper County, Mississippi",171,33015,9969,28.2,38.3,2.53,36.7,10.1,8.165019338
"Scurry County, Texas",203.5,56444,17615,14.1,36,2.65,53.3,3.3,5.812641084
"Choctaw County, Oklahoma",225.5,29652,14997,26.8,41.8,2.52,46.5,8.9,6.960408685
"Somerset County, Maryland",216.5,38376,25768,25.5,37,2.26,32.3,8.2,5.312389693
"Perry County, Ohio",200.6,43341,35985,17.8,40,2.59,55.4,9.5,4.775349865
"Scotland County, Missouri",195.4,38281,4854,16.3,39.1,2.58,53.5,4,10.28806584
"Prince William County, Virginia",150.1,91886,451721,7.2,34,3.17,55,5.4,6.857756326
"Wheeler County, Oregon",144.6,33387,1358,23.3,56.5,1.97,60.6,8.5,1.754385965
"Woodward County, Oklahoma",155.7,56067,21559,12.3,36.1,2.7,52.9,5.1,3.668042182
"Adams County, Wisconsin",206,42063,20148,17.8,51.4,2.47,50.9,10.1,3.861129137
"Colfax County, Nebraska",163,50758,10520,10.3,34.2,2.87,56.8,6.4,6.487488415
"Freestone County, Texas",180.2,46526,19691,16.7,41.4,2.44,52.7,4.9,2.553975777
"Franklin County, Indiana",185.8,54086,22872,11.1,41.2,2.57,61.6,6.4,3.468663776
"Lee County, Texas",143.4,52895,16898,13,39.9,2.69,52.8,5.7,8.291032149
"McIntosh County, Oklahoma",202.4,33450,19990,22.4,47.4,2.38,56.2,10.8,5.188559858
"Falls Church city, Virginia",137.6,125635,13892,3.2,37.7,2.57,55.3,4.2,3.066180935
"Wallace County, Kansas",175.5,49109,1518,12,41.8,2.52,60.1,5.4,8.333333333
"Wichita County, Texas",184.8,43379,131705,19.3,34,2.45,45,6.1,6.108318631
"Mifflin County, Pennsylvania",168.3,40957,46500,16.3,43.5,2.46,53,6.4,5.671766053
"Waynesboro city, Virginia",210.5,44843,21491,14.6,38.5,2.32,47.9,4.9,7.446377985
"Preston County, West Virginia",169.8,41420,33940,17.6,42.3,2.52,53.3,7,4.038301415
"Murray County, Minnesota",156.4,52219,8413,9.6,47.6,2.24,61.4,4.5,6.466069142
"Saline County, Arkansas",169,55915,117460,8.7,38.7,2.66,55.6,5.3,5.129672006
"Menominee County, Wisconsin",228.8,36774,4573,29.1,31.6,3.48,37.2,14.8,10.89005236
"Jefferson County, Ohio",194.7,40148,67347,20,44.3,2.35,48.9,8.8,4.806907805
"Laramie County, Wyoming",156.1,57192,97121,10.8,36.7,2.51,53.3,5,5.053669323
"Clear Creek County, Colorado",139.4,69115,9303,8.5,48,2.13,57.4,5.4,3.600654664
"Lincoln County, Washington",144.4,49955,10321,12.5,48.3,2.34,57.8,4.8,6.796657382
"Daviess County, Kentucky",199.4,43390,99259,15,39.1,0.0248,52.7,6.8,4.970419505
"Becker County, Minnesota",189.3,51116,33386,14.6,42.4,2.41,57.6,3.5,5.235358086
